experiment_name,model_type,loss,tokens_per_sec,peak_memory_mb,best_tick,conf_tick,tick_count,effective_tick,active_cell_fraction,losses_per_tick,certainties_per_tick,hidden_size,num_hidden_layers,d_model,d_input,iterations,memory_length,memory_hidden_dims,deep_nlms,synapse_depth,tick_loss_mode,elf_horizon_mode,elf_max_horizon,tick_improve_weight,tick_improve_margin,tick_halt_mode,tick_halt_threshold,tick_halt_temperature,tick_compute_weight,cell_sparsity_mode,cell_topk,cell_sparsity_rescale,self_cond,cross_layer_state,global_step,metrics_file
,,,649.9154326286538,69687.47607421875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,runs/metrics/quick_probe_report.csv
bt__s00_ctm_smoke__bs10,ctm,13.261231422424316,15648.959988057362,4051.17724609375,1.7000000476837158,2.0,3,-1.0,1.0,"[7.466573, 7.159438, 7.098875]","[0.948034, 0.876664, 0.823366]",512,4,256,128,3,10,4,1,2,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s00_ctm_smoke__bs10.csv
bt__s00_ctm_smoke__bs12,ctm,12.971059989929199,21723.944974132184,4776.232421875,1.6666667461395264,2.0,3,-1.0,1.0,"[7.588029, 7.387722, 7.361426]","[0.939417, 0.883065, 0.845676]",512,4,256,128,3,10,4,1,2,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s00_ctm_smoke__bs12.csv
bt__s00_ctm_smoke__bs2,ctm,15.728803777694703,3135.9944701510926,1119.59521484375,1.0,2.0,3,-1.0,1.0,"[7.903073, 7.848366, 7.878964]","[0.930319, 0.872135, 0.83509]",512,4,256,128,3,10,4,1,2,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s00_ctm_smoke__bs2.csv
bt__s00_ctm_smoke__bs4,ctm,15.148435115814209,9018.429185820582,1850.375,1.75,2.0,3,-1.0,1.0,"[7.649361, 7.505954, 7.474654]","[0.939918, 0.89843, 0.86927]",512,4,256,128,3,10,4,1,2,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s00_ctm_smoke__bs4.csv
bt__s00_ctm_smoke__bs6,ctm,13.99886417388916,17667.937581108043,2608.59814453125,1.3333333730697632,2.0,3,-1.0,1.0,"[7.666904, 7.546416, 7.55912]","[0.930357, 0.870338, 0.831012]",512,4,256,128,3,10,4,1,2,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s00_ctm_smoke__bs6.csv
bt__s00_ctm_smoke__bs8,ctm,13.61397933959961,15515.173573450866,3318.2939453125,1.875,2.0,3,-1.0,1.0,"[7.585507, 7.408914, 7.372828]","[0.934942, 0.880728, 0.844106]",512,4,256,128,3,10,4,1,2,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s00_ctm_smoke__bs8.csv
bt__s00_transformer_smoke__bs10,transformer,17.214305448532105,63467.952919637195,929.26025390625,-1.0,-1.0,1,-1.0,1.0,[],[],512,4,256,128,3,10,4,1,2,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s00_transformer_smoke__bs10.csv
bt__s00_transformer_smoke__bs12,transformer,17.050126218795775,178506.80966681516,1031.24755859375,-1.0,-1.0,1,-1.0,1.0,[],[],512,4,256,128,3,10,4,1,2,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s00_transformer_smoke__bs12.csv
bt__s00_transformer_smoke__bs2,transformer,20.941821002960204,11391.421541612233,547.11376953125,-1.0,-1.0,1,-1.0,1.0,[],[],512,4,256,128,3,10,4,1,2,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s00_transformer_smoke__bs2.csv
bt__s00_transformer_smoke__bs4,transformer,19.105241966247558,29696.951806408677,625.74951171875,-1.0,-1.0,1,-1.0,1.0,[],[],512,4,256,128,3,10,4,1,2,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s00_transformer_smoke__bs4.csv
bt__s00_transformer_smoke__bs6,transformer,18.066498851776124,40155.50871791393,733.75537109375,-1.0,-1.0,1,-1.0,1.0,[],[],512,4,256,128,3,10,4,1,2,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s00_transformer_smoke__bs6.csv
bt__s00_transformer_smoke__bs8,transformer,17.170183372497558,124079.01543447438,828.56591796875,-1.0,-1.0,1,-1.0,1.0,[],[],512,4,256,128,3,10,4,1,2,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s00_transformer_smoke__bs8.csv
bt__s01_ctm_12l_h640_tick4__bs10,ctm,12.382808303833007,3476.0124013896484,26690.0615234375,2.799999952316284,3.0,4,-1.0,1.0,"[7.595645, 7.110795, 6.850239, 6.788323]","[0.970822, 0.922725, 0.848551, 0.807204]",640,12,384,192,4,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s01_ctm_12l_h640_tick4__bs10.csv
bt__s01_ctm_12l_h640_tick4__bs12,ctm,12.486382484436035,3877.6961371280054,31607.021484375,2.4166667461395264,3.0,4,-1.0,1.0,"[7.710382, 7.360154, 7.184101, 7.176187]","[0.964205, 0.921767, 0.84688, 0.795913]",640,12,384,192,4,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s01_ctm_12l_h640_tick4__bs12.csv
bt__s01_ctm_12l_h640_tick4__bs2,ctm,14.49429702758789,857.1667052703865,6513.36328125,2.0,3.0,4,-1.0,1.0,"[8.095627, 7.757721, 7.670269, 7.726606]","[0.982413, 0.941243, 0.854648, 0.791867]",640,12,384,192,4,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s01_ctm_12l_h640_tick4__bs2.csv
bt__s01_ctm_12l_h640_tick4__bs4,ctm,13.940560007095337,2131.402724045157,11591.25,3.0,3.0,4,-1.0,1.0,"[8.030207, 7.65899, 7.443419, 7.38366]","[0.985277, 0.956952, 0.906034, 0.873906]",640,12,384,192,4,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s01_ctm_12l_h640_tick4__bs4.csv
bt__s01_ctm_12l_h640_tick4__bs6,ctm,13.24623646736145,3361.404230628257,16687.751953125,2.5,3.0,4,-1.0,1.0,"[7.8295, 7.512978, 7.351243, 7.346834]","[0.972555, 0.934901, 0.861989, 0.814086]",640,12,384,192,4,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s01_ctm_12l_h640_tick4__bs6.csv
bt__s01_ctm_12l_h640_tick4__bs8,ctm,12.262198066711425,3303.169102081466,21645.111328125,2.375,3.0,4,-1.0,1.0,"[7.815841, 7.37547, 7.182407, 7.167148]","[0.976968, 0.931265, 0.851654, 0.803444]",640,12,384,192,4,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s01_ctm_12l_h640_tick4__bs8.csv
bt__s01_ctm_16l_h768_tick4__bs10,ctm,14.225419950485229,2182.002328785983,43121.66455078125,2.700000047683716,3.0,4,-1.0,1.0,"[7.280984, 6.932306, 6.745569, 6.71506]","[0.943263, 0.892015, 0.822569, 0.792906]",768,16,512,256,4,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s01_ctm_16l_h768_tick4__bs10.csv
bt__s01_ctm_16l_h768_tick4__bs12,ctm,13.658749437332153,2325.1591420178993,50992.04541015625,2.3333334922790527,3.0,4,-1.0,1.0,"[7.416038, 7.12896, 7.003829, 6.998614]","[0.944304, 0.895045, 0.825656, 0.788034]",768,16,512,256,4,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s01_ctm_16l_h768_tick4__bs12.csv
bt__s01_ctm_16l_h768_tick4__bs2,ctm,14.93675799369812,969.6735369415792,10894.49853515625,1.0,3.0,4,-1.0,1.0,"[7.775609, 7.603808, 7.626282, 7.659803]","[0.958498, 0.898659, 0.828937, 0.80593]",768,16,512,256,4,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s01_ctm_16l_h768_tick4__bs2.csv
bt__s01_ctm_16l_h768_tick4__bs4,ctm,13.918882894515992,1679.1305424348327,19004.60009765625,2.25,3.0,4,-1.0,1.0,"[7.58559, 7.294716, 7.175918, 7.162941]","[0.958202, 0.912259, 0.85437, 0.833156]",768,16,512,256,4,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s01_ctm_16l_h768_tick4__bs4.csv
bt__s01_ctm_16l_h768_tick4__bs6,ctm,14.572318124771119,1996.2359357587063,27019.97705078125,2.6666667461395264,3.0,4,-1.0,1.0,"[7.64006, 7.296703, 7.149786, 7.148005]","[0.962824, 0.911892, 0.841613, 0.808388]",768,16,512,256,4,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s01_ctm_16l_h768_tick4__bs6.csv
bt__s01_ctm_16l_h768_tick4__bs8,ctm,13.952355813980102,2008.3081487299983,34958.26220703125,2.25,3.0,4,-1.0,1.0,"[7.444492, 7.172912, 7.040175, 7.03345]","[0.941713, 0.896434, 0.825357, 0.789442]",768,16,512,256,4,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s01_ctm_16l_h768_tick4__bs8.csv
bt__s01_ctm_16l_tick1__bs10,ctm,13.54474687576294,6260.563033512342,16377.037109375,0.0,0.0,1,-1.0,1.0,[6.7635],[0.814176],768,16,512,256,1,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s01_ctm_16l_tick1__bs10.csv
bt__s01_ctm_16l_tick1__bs12,ctm,14.364558744430543,6715.383039122309,18990.2412109375,0.0,0.0,1,-1.0,1.0,[7.018861],[0.798424],768,16,512,256,1,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s01_ctm_16l_tick1__bs12.csv
bt__s01_ctm_16l_tick1__bs2,ctm,15.244607162475585,2133.9490913515024,5435.673828125,0.0,0.0,1,-1.0,1.0,[7.638911],[0.835047],768,16,512,256,1,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s01_ctm_16l_tick1__bs2.csv
bt__s01_ctm_16l_tick1__bs4,ctm,14.233902931213379,4676.5260037918715,8172.3369140625,0.0,0.0,1,-1.0,1.0,[7.180449],[0.860816],768,16,512,256,1,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s01_ctm_16l_tick1__bs4.csv
bt__s01_ctm_16l_tick1__bs6,ctm,13.980652904510498,5365.687548464329,10870.1689453125,0.0,0.0,1,-1.0,1.0,[7.191445],[0.853299],768,16,512,256,1,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s01_ctm_16l_tick1__bs6.csv
bt__s01_ctm_16l_tick1__bs8,ctm,13.290358400344848,6210.228846339391,13603.5966796875,0.0,0.0,1,-1.0,1.0,[7.104632],[0.752963],768,16,512,256,1,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s01_ctm_16l_tick1__bs8.csv
bt__s01_ctm_24l_h896_tick4__bs10,ctm,13.782048988342286,1194.901636513174,76636.546875,2.799999952316284,3.0,4,-1.0,1.0,"[7.484734, 6.970076, 6.766277, 6.715724]","[0.968704, 0.907173, 0.839248, 0.798789]",896,24,640,320,4,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s01_ctm_24l_h896_tick4__bs10.csv
bt__s01_ctm_24l_h896_tick4__bs2,ctm,15.282650804519653,630.4775695283419,19913.609375,2.0,3.0,4,-1.0,1.0,"[7.855217, 7.563327, 7.514329, 7.570726]","[0.970032, 0.918308, 0.840586, 0.793911]",896,24,640,320,4,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s01_ctm_24l_h896_tick4__bs2.csv
bt__s01_ctm_24l_h896_tick4__bs4,ctm,14.814773464202881,971.2134891168654,34060.0185546875,3.0,3.0,4,-1.0,1.0,"[7.815316, 7.383143, 7.188049, 7.143741]","[0.97887, 0.936156, 0.881384, 0.848822]",896,24,640,320,4,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s01_ctm_24l_h896_tick4__bs4.csv
bt__s01_ctm_24l_h896_tick4__bs6,ctm,14.338031482696532,1149.843439473346,48154.3857421875,2.8333334922790527,3.0,4,-1.0,1.0,"[7.749774, 7.313327, 7.155534, 7.136302]","[0.974686, 0.922282, 0.857625, 0.80989]",896,24,640,320,4,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s01_ctm_24l_h896_tick4__bs6.csv
bt__s01_ctm_24l_h896_tick4__bs8,ctm,13.741409254074096,1167.1409036856585,62105.9384765625,2.75,3.0,4,-1.0,1.0,"[7.531495, 7.156498, 7.004696, 6.976825]","[0.963803, 0.909023, 0.84243, 0.794471]",896,24,640,320,4,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s01_ctm_24l_h896_tick4__bs8.csv
bt__s01_transformer_12l_h640__bs10,transformer,18.58573842048645,31109.29984800943,4390.49169921875,-1.0,-1.0,1,-1.0,1.0,[],[],640,12,384,192,1,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s01_transformer_12l_h640__bs10.csv
bt__s01_transformer_12l_h640__bs12,transformer,18.477613353729247,39092.22502718122,4936.47412109375,-1.0,-1.0,1,-1.0,1.0,[],[],640,12,384,192,1,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s01_transformer_12l_h640__bs12.csv
bt__s01_transformer_12l_h640__bs2,transformer,20.64198818206787,11875.390436622427,2090.1494140625,-1.0,-1.0,1,-1.0,1.0,[],[],640,12,384,192,1,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s01_transformer_12l_h640__bs2.csv
bt__s01_transformer_12l_h640__bs4,transformer,20.66829118728638,29557.61346930649,2660.35888671875,-1.0,-1.0,1,-1.0,1.0,[],[],640,12,384,192,1,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s01_transformer_12l_h640__bs4.csv
bt__s01_transformer_12l_h640__bs6,transformer,18.74446201324463,23733.283157940998,3244.96630859375,-1.0,-1.0,1,-1.0,1.0,[],[],640,12,384,192,1,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s01_transformer_12l_h640__bs6.csv
bt__s01_transformer_12l_h640__bs8,transformer,19.312982749938964,27101.676908159217,3787.23388671875,-1.0,-1.0,1,-1.0,1.0,[],[],640,12,384,192,1,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s01_transformer_12l_h640__bs8.csv
bt__s01_transformer_16l_h768__bs10,transformer,21.896949768066406,32825.0143042787,7167.19384765625,-1.0,-1.0,1,-1.0,1.0,[],[],768,16,512,256,1,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s01_transformer_16l_h768__bs10.csv
bt__s01_transformer_16l_h768__bs12,transformer,22.06365022659302,34568.7959555852,8012.74853515625,-1.0,-1.0,1,-1.0,1.0,[],[],768,16,512,256,1,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s01_transformer_16l_h768__bs12.csv
bt__s01_transformer_16l_h768__bs2,transformer,24.43636074066162,4841.072870222092,3702.60009765625,-1.0,-1.0,1,-1.0,1.0,[],[],768,16,512,256,1,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s01_transformer_16l_h768__bs2.csv
bt__s01_transformer_16l_h768__bs4,transformer,23.24338083267212,13181.934297313324,4564.50244140625,-1.0,-1.0,1,-1.0,1.0,[],[],768,16,512,256,1,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s01_transformer_16l_h768__bs4.csv
bt__s01_transformer_16l_h768__bs6,transformer,21.268997859954833,20105.180932276453,5416.73095703125,-1.0,-1.0,1,-1.0,1.0,[],[],768,16,512,256,1,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s01_transformer_16l_h768__bs6.csv
bt__s01_transformer_16l_h768__bs8,transformer,22.784416675567627,24364.08588755859,6276.52978515625,-1.0,-1.0,1,-1.0,1.0,[],[],768,16,512,256,1,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s01_transformer_16l_h768__bs8.csv
bt__s01_transformer_24l_h896__bs10,transformer,23.450622749328613,17825.56522366002,12909.15625,-1.0,-1.0,1,-1.0,1.0,[],[],896,24,640,320,1,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s01_transformer_24l_h896__bs10.csv
bt__s01_transformer_24l_h896__bs12,transformer,23.255534076690672,19163.730768341105,14343.12890625,-1.0,-1.0,1,-1.0,1.0,[],[],896,24,640,320,1,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s01_transformer_24l_h896__bs12.csv
bt__s01_transformer_24l_h896__bs2,transformer,27.28728094100952,4220.884292411155,7332.541015625,-1.0,-1.0,1,-1.0,1.0,[],[],896,24,640,320,1,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s01_transformer_24l_h896__bs2.csv
bt__s01_transformer_24l_h896__bs4,transformer,25.875955867767335,10908.274903394067,8450.90234375,-1.0,-1.0,1,-1.0,1.0,[],[],896,24,640,320,1,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s01_transformer_24l_h896__bs4.csv
bt__s01_transformer_24l_h896__bs6,transformer,23.407246685028078,16110.41305036742,9983.921875,-1.0,-1.0,1,-1.0,1.0,[],[],896,24,640,320,1,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s01_transformer_24l_h896__bs6.csv
bt__s01_transformer_24l_h896__bs8,transformer,24.37887144088745,12993.00748762825,11409.2890625,-1.0,-1.0,1,-1.0,1.0,[],[],896,24,640,320,1,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s01_transformer_24l_h896__bs8.csv
bt__s02_ctm_halt_conf_t8_c01__bs2,ctm,15.48538088798523,439.4597743704058,17447.81494140625,3.5,3.0,8,4.544942378997803,1.0,"[7.665815, 7.676043, 7.687523, 7.693137, 7.691751, 7.689863, 7.677385, 7.660906]","[0.850537, 0.817081, 0.80201, 0.798058, 0.798541, 0.799645, 0.810878, 0.827967]",768,16,512,256,8,10,4,1,3,min_conf,none,4,0.0,0.0,confidence,0.65,0.25,0.01,none,512,1,1,1,80,runs/metrics/bt__s02_ctm_halt_conf_t8_c01__bs2.csv
bt__s02_ctm_halt_conf_t8_c01__bs4,ctm,14.973834037780762,868.3208642959316,32063.88134765625,3.0,3.0,8,4.512997627258301,1.0,"[7.204113, 7.176056, 7.17127, 7.168497, 7.168754, 7.169339, 7.17265, 7.174467]","[0.852472, 0.824733, 0.817129, 0.815203, 0.81894, 0.823025, 0.828681, 0.838054]",768,16,512,256,8,10,4,1,3,min_conf,none,4,0.0,0.0,confidence,0.65,0.25,0.01,none,512,1,1,1,80,runs/metrics/bt__s02_ctm_halt_conf_t8_c01__bs4.csv
bt__s02_ctm_halt_conf_t8_c01__bs6,ctm,14.405232906341553,1054.8437792559444,46564.10888671875,5.1666669845581055,3.0,8,4.53851318359375,1.0,"[7.180029, 7.169641, 7.170717, 7.176646, 7.173703, 7.171616, 7.168504, 7.163994]","[0.826307, 0.791936, 0.7806, 0.773512, 0.776168, 0.783455, 0.790909, 0.801092]",768,16,512,256,8,10,4,1,3,min_conf,none,4,0.0,0.0,confidence,0.65,0.25,0.01,none,512,1,1,1,80,runs/metrics/bt__s02_ctm_halt_conf_t8_c01__bs6.csv
bt__s02_ctm_halt_conf_t8_c01__bs8,ctm,14.023053884506226,1152.2089963017959,60790.19384765625,3.5,3.0,8,4.547840118408203,1.0,"[7.091119, 7.076005, 7.081234, 7.077367, 7.076926, 7.073442, 7.070668, 7.065084]","[0.833359, 0.806993, 0.792844, 0.784976, 0.786573, 0.791342, 0.797937, 0.810978]",768,16,512,256,8,10,4,1,3,min_conf,none,4,0.0,0.0,confidence,0.65,0.25,0.01,none,512,1,1,1,80,runs/metrics/bt__s02_ctm_halt_conf_t8_c01__bs8.csv
bt__s02_ctm_halt_conf_t8_c0__bs10,ctm,14.762097454071045,1154.196516606634,75467.63330078125,4.800000190734863,3.0,8,4.527926921844482,1.0,"[6.742532, 6.717068, 6.709711, 6.704343, 6.707372, 6.706164, 6.703743, 6.715232]","[0.812114, 0.795805, 0.789462, 0.782604, 0.782855, 0.786852, 0.790271, 0.800574]",768,16,512,256,8,10,4,1,3,min_conf,none,4,0.0,0.0,confidence,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s02_ctm_halt_conf_t8_c0__bs10.csv
bt__s02_ctm_halt_conf_t8_c0__bs2,ctm,15.952140092849731,524.2877328697014,17447.81494140625,3.5,3.0,8,4.555583953857422,1.0,"[7.691345, 7.732857, 7.76378, 7.77982, 7.779244, 7.770343, 7.747287, 7.711856]","[0.822789, 0.779582, 0.759766, 0.754567, 0.755725, 0.759275, 0.77267, 0.792092]",768,16,512,256,8,10,4,1,3,min_conf,none,4,0.0,0.0,confidence,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s02_ctm_halt_conf_t8_c0__bs2.csv
bt__s02_ctm_halt_conf_t8_c0__bs4,ctm,14.49865517616272,910.452494227514,32063.88134765625,3.0,3.0,8,4.530176162719727,1.0,"[7.206657, 7.169677, 7.153841, 7.153741, 7.154153, 7.157727, 7.156166, 7.165519]","[0.871862, 0.843018, 0.833841, 0.830336, 0.833811, 0.838027, 0.842615, 0.851051]",768,16,512,256,8,10,4,1,3,min_conf,none,4,0.0,0.0,confidence,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s02_ctm_halt_conf_t8_c0__bs4.csv
bt__s02_ctm_halt_conf_t8_c0__bs6,ctm,14.233818197250367,992.6982734878522,46560.23876953125,3.5,3.0,8,4.515933513641357,1.0,"[7.194155, 7.165897, 7.158656, 7.158687, 7.160877, 7.163791, 7.168247, 7.169372]","[0.858984, 0.832641, 0.824725, 0.820084, 0.823112, 0.829452, 0.835537, 0.844249]",768,16,512,256,8,10,4,1,3,min_conf,none,4,0.0,0.0,confidence,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s02_ctm_halt_conf_t8_c0__bs6.csv
bt__s02_ctm_halt_conf_t8_c0__bs8,ctm,14.649295139312745,1066.4630602076509,60790.19384765625,3.5,3.0,8,4.542644500732422,1.0,"[7.082416, 7.071661, 7.069345, 7.070127, 7.067942, 7.058744, 7.058002, 7.05869]","[0.832399, 0.806703, 0.792415, 0.783985, 0.78603, 0.79145, 0.798893, 0.811936]",768,16,512,256,8,10,4,1,3,min_conf,none,4,0.0,0.0,confidence,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s02_ctm_halt_conf_t8_c0__bs8.csv
bt__s02_ctm_tick12__bs2,ctm,15.908226919174194,298.2035329157142,25190.93115234375,5.5,11.0,12,-1.0,1.0,"[8.281225, 8.07156, 7.878845, 7.737438, 7.653859, 7.613575, 7.612674, 7.637955, 7.669616, 7.719905, 7.773597, 7.837289]","[0.993243, 0.985092, 0.970138, 0.949114, 0.922149, 0.891107, 0.863217, 0.838696, 0.813008, 0.789013, 0.764739, 0.74057]",768,16,512,256,12,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s02_ctm_tick12__bs2.csv
bt__s02_ctm_tick12__bs4,ctm,14.387383270263673,614.0905594106018,47514.54541015625,10.0,11.0,12,-1.0,1.0,"[8.196358, 7.942209, 7.725928, 7.549961, 7.404849, 7.311376, 7.251288, 7.208062, 7.183585, 7.162665, 7.153365, 7.147294]","[0.993123, 0.985122, 0.973538, 0.957819, 0.93761, 0.917936, 0.898963, 0.88351, 0.870451, 0.857164, 0.843191, 0.829558]",768,16,512,256,12,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s02_ctm_tick12__bs4.csv
bt__s02_ctm_tick12__bs6,ctm,14.62782907485962,771.8958820133134,69692.21728515625,10.333333969116211,11.0,12,-1.0,1.0,"[8.322126, 8.072123, 7.815448, 7.612634, 7.461764, 7.359716, 7.294219, 7.236032, 7.194218, 7.165834, 7.154955, 7.153615]","[0.995319, 0.989243, 0.977139, 0.959786, 0.9397, 0.922572, 0.905683, 0.889516, 0.871942, 0.850888, 0.828792, 0.806399]",768,16,512,256,12,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s02_ctm_tick12__bs6.csv
bt__s02_ctm_tick16__bs2,ctm,15.340767669677735,208.68580622351297,32341.06103515625,9.5,15.0,16,-1.0,1.0,"[8.482398, 8.325219, 8.17287, 8.034056, 7.919451, 7.831808, 7.763823, 7.719666, 7.679524, 7.65053, 7.653343, 7.667131, 7.699164, 7.741103, 7.800071, 7.870474]","[0.995058, 0.991645, 0.986252, 0.978373, 0.968338, 0.957537, 0.944867, 0.930328, 0.91165, 0.887669, 0.861062, 0.832804, 0.802795, 0.772182, 0.741362, 0.710851]",768,16,512,256,16,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,80,runs/metrics/bt__s02_ctm_tick16__bs2.csv
