env,backbone,seed,success_rate,expert_success,n_episodes,n_steps,elapsed_s
acrobot-partial,flash-shallow,4,0.0,100.0,200,20763,137.1
acrobot-partial,flash-deep,4,70.83333333333333,100.0,200,20763,162.3
pendulum,mlp,0,12.5,20.0,200,12314,54.8
pendulum,ctm,0,20.833333333333332,20.0,200,12314,95.2
pendulum,lstm,0,16.666666666666668,20.0,200,12314,68.0
pendulum,gru,0,29.166666666666668,20.0,200,12314,65.8
pendulum,transformer,0,20.833333333333332,20.0,200,12314,141.7
pendulum,flash,0,20.833333333333332,20.0,200,12314,117.6
pendulum,flash-shallow,0,16.666666666666668,20.0,200,12314,82.5
pendulum,flash-deep,0,20.833333333333332,20.0,200,12314,102.7
pendulum,mlp,1,16.666666666666668,25.0,200,12193,54.3
pendulum,ctm,1,12.5,25.0,200,12193,94.2
pendulum,lstm,1,20.833333333333332,25.0,200,12193,67.0
pendulum,gru,1,16.666666666666668,25.0,200,12193,64.8
pendulum,transformer,1,16.666666666666668,25.0,200,12193,138.6
pendulum,flash,1,16.666666666666668,25.0,200,12193,115.3
pendulum,flash-shallow,1,16.666666666666668,25.0,200,12193,81.6
pendulum,flash-deep,1,12.5,25.0,200,12193,101.4
pendulum,mlp,2,16.666666666666668,20.0,200,12220,54.7
pendulum,ctm,2,20.833333333333332,20.0,200,12220,94.3
pendulum,lstm,2,16.666666666666668,20.0,200,12220,68.0
pendulum,gru,2,20.833333333333332,20.0,200,12220,65.9
pendulum,transformer,2,16.666666666666668,20.0,200,12220,140.2
pendulum,flash,2,12.5,20.0,200,12220,116.6
pendulum,flash-shallow,2,12.5,20.0,200,12220,82.0
pendulum,flash-deep,2,16.666666666666668,20.0,200,12220,101.1
pendulum,mlp,3,25.0,15.0,200,12267,55.5
pendulum,ctm,3,16.666666666666668,15.0,200,12267,95.6
pendulum,lstm,3,20.833333333333332,15.0,200,12267,68.5
pendulum,gru,3,20.833333333333332,15.0,200,12267,66.2
pendulum,transformer,3,20.833333333333332,15.0,200,12267,140.9
pendulum,flash,3,16.666666666666668,15.0,200,12267,116.9
pendulum,flash-shallow,3,20.833333333333332,15.0,200,12267,82.6
pendulum,flash-deep,3,25.0,15.0,200,12267,102.3
pendulum,mlp,4,16.666666666666668,20.0,200,12249,54.6
pendulum,ctm,4,20.833333333333332,20.0,200,12249,94.6
pendulum,lstm,4,12.5,20.0,200,12249,68.8
pendulum,gru,4,29.166666666666668,20.0,200,12249,66.6
pendulum,transformer,4,16.666666666666668,20.0,200,12249,141.2
pendulum,flash,4,25.0,20.0,200,12249,117.8
pendulum,flash-shallow,4,16.666666666666668,20.0,200,12249,81.9
pendulum,flash-deep,4,20.833333333333332,20.0,200,12249,101.3
pendulum-partial,mlp,0,20.833333333333332,20.0,200,12314,60.4
pendulum-partial,ctm,0,25.0,20.0,200,12314,99.2
pendulum-partial,lstm,0,25.0,20.0,200,12314,69.3
pendulum-partial,gru,0,20.833333333333332,20.0,200,12314,67.6
pendulum-partial,transformer,0,12.5,20.0,200,12314,147.5
pendulum-partial,flash,0,25.0,20.0,200,12314,121.9
pendulum-partial,flash-shallow,0,20.833333333333332,20.0,200,12314,83.7
pendulum-partial,flash-deep,0,16.666666666666668,20.0,200,12314,106.6
pendulum-partial,mlp,1,12.5,25.0,200,12193,54.2
pendulum-partial,ctm,1,16.666666666666668,25.0,200,12193,97.1
pendulum-partial,lstm,1,16.666666666666668,25.0,200,12193,70.7
pendulum-partial,gru,1,20.833333333333332,25.0,200,12193,67.7
pendulum-partial,transformer,1,16.666666666666668,25.0,200,12193,142.4
pendulum-partial,flash,1,20.833333333333332,25.0,200,12193,118.3
pendulum-partial,flash-shallow,1,16.666666666666668,25.0,200,12193,83.9
pendulum-partial,flash-deep,1,20.833333333333332,25.0,200,12193,103.3
pendulum-partial,mlp,2,20.833333333333332,20.0,200,12220,54.5
pendulum-partial,ctm,2,16.666666666666668,20.0,200,12220,97.9
pendulum-partial,lstm,2,12.5,20.0,200,12220,70.0
pendulum-partial,gru,2,16.666666666666668,20.0,200,12220,68.4
pendulum-partial,transformer,2,20.833333333333332,20.0,200,12220,143.1
pendulum-partial,flash,2,16.666666666666668,20.0,200,12220,120.6
pendulum-partial,flash-shallow,2,16.666666666666668,20.0,200,12220,84.0
pendulum-partial,flash-deep,2,16.666666666666668,20.0,200,12220,105.1
pendulum-partial,mlp,3,20.833333333333332,15.0,200,12267,55.6
pendulum-partial,ctm,3,29.166666666666668,15.0,200,12267,96.9
pendulum-partial,lstm,3,25.0,15.0,200,12267,70.3
pendulum-partial,gru,3,25.0,15.0,200,12267,68.0
pendulum-partial,transformer,3,20.833333333333332,15.0,200,12267,144.5
pendulum-partial,flash,3,29.166666666666668,15.0,200,12267,118.9
pendulum-partial,flash-shallow,3,25.0,15.0,200,12267,82.8
pendulum-partial,flash-deep,3,20.833333333333332,15.0,200,12267,103.5
pendulum-partial,mlp,4,20.833333333333332,20.0,200,12249,54.9
pendulum-partial,ctm,4,20.833333333333332,20.0,200,12249,95.6
pendulum-partial,lstm,4,25.0,20.0,200,12249,67.7
pendulum-partial,gru,4,20.833333333333332,20.0,200,12249,66.1
pendulum-partial,transformer,4,20.833333333333332,20.0,200,12249,140.1
pendulum-partial,flash,4,25.0,20.0,200,12249,118.3
pendulum-partial,flash-shallow,4,16.666666666666668,20.0,200,12249,82.4
pendulum-partial,flash-deep,4,25.0,20.0,200,12249,101.6
cartpole,mlp,0,37.5,50.0,200,14881,37.2
cartpole,ctm,0,37.5,50.0,200,14881,67.6
cartpole,lstm,0,37.5,50.0,200,14881,47.0
cartpole,gru,0,37.5,50.0,200,14881,45.9
cartpole,transformer,0,37.5,50.0,200,14881,100.9
cartpole,flash,0,37.5,50.0,200,14881,85.1
cartpole,flash-shallow,0,37.5,50.0,200,14881,57.1
cartpole,flash-deep,0,37.5,50.0,200,14881,72.9
cartpole,mlp,1,37.5,50.0,200,14771,36.5
cartpole,ctm,1,41.666666666666664,50.0,200,14771,67.0
cartpole,lstm,1,37.5,50.0,200,14771,46.5
cartpole,gru,1,37.5,50.0,200,14771,44.5
cartpole,transformer,1,37.5,50.0,200,14771,99.2
cartpole,flash,1,37.5,50.0,200,14771,83.1
cartpole,flash-shallow,1,37.5,50.0,200,14771,55.7
cartpole,flash-deep,1,37.5,50.0,200,14771,72.0
cartpole,mlp,2,37.5,50.0,200,14871,37.0
cartpole,ctm,2,37.5,50.0,200,14871,67.9
cartpole,lstm,2,37.5,50.0,200,14871,47.0
cartpole,gru,2,37.5,50.0,200,14871,45.5
cartpole,transformer,2,37.5,50.0,200,14871,100.9
cartpole,flash,2,37.5,50.0,200,14871,83.8
cartpole,flash-shallow,2,37.5,50.0,200,14871,56.9
cartpole,flash-deep,2,37.5,50.0,200,14871,73.2
cartpole,mlp,3,41.666666666666664,50.0,200,14790,36.6
cartpole,ctm,3,41.666666666666664,50.0,200,14790,65.4
cartpole,lstm,3,41.666666666666664,50.0,200,14790,45.2
cartpole,gru,3,41.666666666666664,50.0,200,14790,45.3
cartpole,transformer,3,41.666666666666664,50.0,200,14790,97.9
cartpole,flash,3,41.666666666666664,50.0,200,14790,81.0
cartpole,flash-shallow,3,41.666666666666664,50.0,200,14790,54.6
cartpole,flash-deep,3,41.666666666666664,50.0,200,14790,71.6
cartpole,mlp,4,41.666666666666664,50.0,200,14870,36.4
cartpole,ctm,4,41.666666666666664,50.0,200,14870,66.1
cartpole,lstm,4,41.666666666666664,50.0,200,14870,46.3
cartpole,gru,4,41.666666666666664,50.0,200,14870,44.6
cartpole,transformer,4,41.666666666666664,50.0,200,14870,98.5
cartpole,flash,4,41.666666666666664,50.0,200,14870,81.8
cartpole,flash-shallow,4,41.666666666666664,50.0,200,14870,55.5
cartpole,flash-deep,4,41.666666666666664,50.0,200,14870,72.1
