stage,exp,task,sweep,seed,status,ckpt,n_points,final_iter,final_test_acc,best_test_acc,final_train_acc,best_train_acc,final_test_acc_mc,best_test_acc_mc,final_test_loss,d_model,heads,memory_hidden_dims,synapse_depth,n_ticks,length,neuron_select_type,batch_size,learning_rate,jepa_weight,jepa_loss_type,jepa_predict_delta,cross_tick_jepa_weight,sparsity,halt_threshold,halt_confidence_weight,halt_mode,loss_type,loss_aggregation,reflex_weight
hr08,parity_h2_l2_iter4,parity,h2_l2_iter4,,ok,checkpoint_200000.pt,201,200000,0.6134062267485119,0.614228021530878,0.6130756196521577,0.6142846970331102,0.7223074776785714,0.72393798828125,0.3882005285649073,1024,8,16,1,,,random,64,,,,,0.0,,,,,softmax_ce,,0.1
hr08,parity_h2_l5_iter10,parity,h2_l5_iter10,,ok,checkpoint_200000.pt,201,200000,0.5837867373511906,0.5856622605096726,0.5833937872023809,0.5860810779389881,0.7195550827752977,0.7208135695684523,0.3918685870511191,1024,8,16,1,,,random,64,,,,,0.0,,,,,softmax_ce,,0.1
hr08,parity_h3_l3_iter9,parity,h3_l3_iter9,,ok,checkpoint_200000.pt,201,200000,0.6044776553199405,0.6047812164145172,0.6041001415757274,0.6053705770502645,0.7223685128348214,0.7223685128348214,0.38815612878118244,1024,8,16,1,,,random,64,,,,,0.0,,,,,softmax_ce,,0.1
hr08,sort_h1_l50,sort,h1_l50,,ok,checkpoint.pt,101,100000,0.8125,0.8753472222222223,0.8597222222222223,0.8986111111111111,,,0.0482308113326629,512,4,4,4,,,random-pairing,32,,,,,0.0,,,,,softmax_ce,,0.1
hr08,sort_h2_l25,sort,h2_l25,,ok,checkpoint.pt,101,100000,0.8930555555555556,0.9454861111111111,0.9059027777777777,0.91875,,,0.028709374368190765,512,4,4,4,,,random-pairing,32,,,,,0.0,,,,,softmax_ce,,0.1
hr08,sort_h2_l2_iter4,sort,h2_l2_iter4,,ok,checkpoint.pt,101,100000,0.00034722222222222224,0.0024305555555555556,0.001736111111111111,0.002777777777777778,,,nan,512,4,4,4,,,random-pairing,32,,,,,0.0,,,,,softmax_ce,,0.1
hr08,sort_h2_l5_iter10,sort,h2_l5_iter10,,ok,checkpoint.pt,101,100000,0.00034722222222222224,0.003125,0.00034722222222222224,0.003125,,,nan,512,4,4,4,,,random-pairing,32,,,,,0.0,,,,,softmax_ce,,0.1
hr08,sort_h3_l3_iter9,sort,h3_l3_iter9,,ok,checkpoint.pt,101,100000,0.001388888888888889,0.002777777777777778,0.001388888888888889,0.003472222222222222,,,nan,512,4,4,4,,,random-pairing,32,,,,,0.0,,,,,softmax_ce,,0.1
hr08,sort_h5_l10,sort,h5_l10,,ok,checkpoint.pt,101,100000,0.890625,0.9256944444444445,0.8670138888888889,0.909375,,,0.03529062060018381,512,4,4,4,,,random-pairing,32,,,,,0.0,,,,,softmax_ce,,0.1
hr09,cifar10_ema0p999,cifar10,ema0p999,,ok,checkpoint.pt,101,200000,0.6513120000000001,0.668168,0.6519882812500001,0.6607835937500001,0.8408,0.8422,0.48276878893375397,256,16,64,5,,,random-pairing,512,,,,,0.0,,,,,softmax_ce,,0.1
hr09,cifar10_ema0p9999,cifar10,ema0p9999,,ok,checkpoint.pt,101,200000,0.66715,0.6931299999999999,0.6645398437499999,0.67729609375,0.8365,0.8382,0.48068969547748563,256,16,64,5,,,random-pairing,512,,,,,0.0,,,,,softmax_ce,,0.1
hr09,parity_ema0p999,parity,ema0p999,,ok,checkpoint_160000.pt,161,160000,0.6769296022445437,0.6775367761036707,0.6768977864583334,0.6772459387400794,0.8707362583705357,0.8707362583705357,0.17910560752664292,1024,8,16,1,,,random,64,,,,,0.0,,,,,softmax_ce,,0.1
hr09,parity_ema0p9999,parity,ema0p9999,,ok,checkpoint_150000.pt,151,150000,0.6763218858506945,0.6767275855654762,0.6762449234250992,0.6771223958333333,0.8502952938988095,0.8609851655505952,0.20268620834464118,1024,8,16,1,,,random,64,,,,,0.0,,,,,softmax_ce,,0.1
hr09,sort_ema0p999,sort,ema0p999,,ok,checkpoint.pt,101,100000,0.8125,0.8753472222222223,0.8597222222222223,0.8986111111111111,,,0.0482308113326629,512,4,4,4,,,random-pairing,32,,,,,0.0,,,,,softmax_ce,,0.1
hr09,sort_ema0p9999,sort,ema0p9999,,ok,checkpoint.pt,101,100000,0.8125,0.8753472222222223,0.8597222222222223,0.8986111111111111,,,0.0482308113326629,512,4,4,4,,,random-pairing,32,,,,,0.0,,,,,softmax_ce,,0.1
hr10,parity_act_h16_e0p05,parity,act_h16_e0p05,,ok,checkpoint_200000.pt,201,200000,0.5441267128596231,0.5653576466393849,0.5441794162326389,0.5650915721106151,0.5076991489955357,0.5569225492931548,14.355876513889857,1024,8,16,1,,,random,64,,,,,0.0,,,,,softmax_ce,,0.1
hr10,parity_act_h16_e0p1,parity,act_h16_e0p1,,ok,checkpoint_200000.pt,201,200000,0.5917049928695437,0.5929840572296626,0.5912498449900794,0.592636990017361,0.6401396251860119,0.6674136207217262,1.1092866829463415,1024,8,16,1,,,random,64,,,,,0.0,,,,,softmax_ce,,0.1
hr10,parity_act_h50_e0p05,parity,act_h50_e0p05,,ok,checkpoint_150000.pt,151,150000,0.6931805323040675,0.6932312980530754,0.6935804578993056,0.6935804578993056,0.7960146949404762,0.7965116954985119,0.2867412396839687,1024,8,16,1,,,random,64,,,,,0.0,,,,,softmax_ce,,0.1
hr10,parity_act_h50_e0p1,parity,act_h50_e0p1,,ok,checkpoint_80000.pt,81,80000,0.7997146654885913,0.8578245907738097,0.7999788411458333,0.8576111033606151,0.9999883742559523,0.9999883742559523,0.00010885999550477468,1024,8,16,1,,,random,64,,,,,0.0,,,,,softmax_ce,,0.1
hr10,sort_act_h16_e0p05,sort,act_h16_e0p05,,ok,checkpoint.pt,101,100000,0.0,0.0010416666666666667,0.0,0.004861111111111111,,,43.318902333577476,512,4,4,4,,,random-pairing,32,,,,,0.0,,,,,softmax_ce,,0.1
hr10,sort_act_h16_e0p1,sort,act_h16_e0p1,,ok,checkpoint.pt,101,100000,0.0,0.0010416666666666667,0.0,0.004861111111111111,,,43.48590342203776,512,4,4,4,,,random-pairing,32,,,,,0.0,,,,,softmax_ce,,0.1
hr10,sort_act_h50_e0p05,sort,act_h50_e0p05,,ok,checkpoint.pt,101,100000,0.7861111111111111,0.8361111111111111,0.8159722222222222,0.8378472222222222,,,0.09223012626171112,512,4,4,4,,,random-pairing,32,,,,,0.0,,,,,softmax_ce,,0.1
hr10,sort_act_h50_e0p1,sort,act_h50_e0p1,,ok,checkpoint.pt,101,100000,0.7381944444444445,0.8475694444444445,0.7524305555555556,0.8378472222222222,,,0.08362612624963124,512,4,4,4,,,random-pairing,32,,,,,0.0,,,,,softmax_ce,,0.1
hr11,parity_bp5_atan2,parity,bp5_atan2,,ok,checkpoint_200000.pt,201,200000,0.5338445948040674,0.5396558392237103,0.5339996822296627,0.5385081457713294,0.5414748418898809,0.5437302362351191,0.6343190471331278,1024,8,16,1,,,random,64,,,,,0.0,,,,,softmax_ce,,0.1
hr11,sort_bp5_atan2,sort,bp5_atan2,,ok,checkpoint.pt,101,100000,0.0010416666666666667,0.003125,0.00034722222222222224,0.003472222222222222,,,268.068359375,512,4,4,4,,,random-pairing,32,,,,,0.0,,,,,softmax_ce,,0.1
hr12,parity_h2_l5_bp3,parity,h2_l5_bp3,,ok,checkpoint_200000.pt,201,200000,0.5581141880580357,0.5593997047061012,0.5578988211495535,0.5592660086495536,0.6289701915922619,0.6294468470982143,0.5329421730268569,1024,8,16,1,,,random,64,,,,,0.0,,,,,softmax_ce,,0.1
hr12,sort_h2_l5_bp3,sort,h2_l5_bp3,,ok,checkpoint.pt,101,100000,0.00034722222222222224,0.003125,0.00034722222222222224,0.003125,,,nan,512,4,4,4,,,random-pairing,32,,,,,0.0,,,,,softmax_ce,,0.1
hr13,parity_h2_l5_gated,parity,h2_l5_gated,,ok,checkpoint_200000.pt,201,200000,0.6542791457403274,0.6564168294270833,0.6530398414248513,0.6560128348214285,0.8124186197916666,0.8130958193824405,0.26411253213882446,1024,8,16,1,,,random,64,,,,,0.0,,,,,softmax_ce,,0.1
hr13,sort_h2_l5_gated,sort,h2_l5_gated,,ok,checkpoint.pt,101,100000,0.00034722222222222224,0.003125,0.00034722222222222224,0.003125,,,nan,512,4,4,4,,,random-pairing,32,,,,,0.0,,,,,softmax_ce,,0.1
hr14,parity_bp5_atan2_smax,parity,bp5_atan2_smax,,ok,checkpoint_200000.pt,201,200000,0.5184107220362103,0.5235555788070436,0.5177659582713293,0.5232666403149802,0.5222807384672619,0.5258033389136905,21.9571723029727,1024,8,16,1,,,random,64,,,,,0.0,,,,,stablemax_ce,,0.1
hr14,sort_bp5_atan2_smax,sort,bp5_atan2_smax,,ok,checkpoint.pt,101,100000,0.0,0.007638888888888889,0.0010416666666666667,0.006944444444444444,,,363142656.0,512,4,4,4,,,random-pairing,32,,,,,0.0,,,,,stablemax_ce,,0.1
hr15,parity_full_hrm,parity,full_hrm,,ok,checkpoint_200000.pt,201,200000,0.5394775390625,0.5457696823846726,0.5404968261718749,0.5459798177083333,0.5601370675223214,0.5645781017485119,0.6167331082480294,1024,8,16,1,,,random,64,,,,,0.0,,,,,softmax_ce,,0.1
hr15,sort_full_hrm,sort,full_hrm,,ok,checkpoint.pt,101,100000,0.00034722222222222224,0.003125,0.00034722222222222224,0.003125,,,nan,512,4,4,4,,,random-pairing,32,,,,,0.0,,,,,softmax_ce,,0.1
