stage,task,sweep,seed,best_test_acc,final_test_acc,best_test_acc_mc,delta_pp,n_points,final_iter
st01,mazes,synapse_depthsd1,,0.8957883999999999,0.8956434666666665,0.90284,9.298839999999997,100,100000
st01,mazes,synapse_depthsd2,1.0,0.9040838666666666,0.9036441333333334,0.91035,10.128386666666668,100,100000
st01,mazes,synapse_depthsd2,2.0,0.8979430666666667,0.8970768,0.90445,9.514306666666672,100,100000
st01,mazes,synapse_depthsd2,,0.9091528,0.9084113333333336,0.91634,10.635280000000002,100,100000
st01,mazes,synapse_depthsd8,1.0,0.8836360000000001,0.8794586666666667,0.89262,8.083600000000013,100,100000
st01,mazes,synapse_depthsd8,2.0,0.8753136,0.8751826666666667,0.88804,7.251360000000007,100,100000
st01,mazes,synapse_depthsd8,,0.9058813333333332,0.9052434666666668,0.91396,10.308133333333325,100,100000
st02,mazes,tick1,1.0,0.80616,0.80616,0.80616,0.33600000000000296,10,10000
st02,mazes,tick1,2.0,0.87216,0.8716200000000001,0.87216,6.936000000000009,100,100000
st02,mazes,tick1,,0.8035300000000001,0.8035300000000001,0.80353,0.07300000000001194,10,10000
st02,mazes,tick10,1.0,0.8966900000000001,0.896501,0.90277,9.389000000000014,100,100000
st02,mazes,tick10,2.0,0.885931,0.885216,0.89113,8.313100000000006,100,100000
st02,mazes,tick10,,0.90288,0.902677,0.90924,10.008000000000006,100,100000
st02,mazes,tick2,1.0,0.8945250000000001,0.8938499999999999,0.89658,9.172500000000017,100,100000
st02,mazes,tick2,2.0,0.802675,0.802675,0.80714,-0.012499999999993072,10,10000
st02,mazes,tick2,,0.8917599999999999,0.89094,0.89611,8.895999999999994,100,100000
st02,mazes,tick25,1.0,0.90286,0.9022004,0.91069,10.006000000000004,100,100000
st02,mazes,tick25,2.0,0.8967636,0.8957216,0.90458,9.396360000000003,100,100000
st02,mazes,tick25,,0.8971456000000002,0.8971020000000001,0.90613,9.434560000000026,100,100000
st02,mazes,tick5,1.0,0.889582,0.8887860000000001,0.89537,8.678200000000002,100,100000
st02,mazes,tick5,2.0,0.876288,0.8754639999999999,0.88056,7.3488,100,100000
st02,mazes,tick5,,0.898982,0.8984439999999999,0.90257,9.618199999999998,100,100000
st02,mazes,tick50,1.0,0.8930324000000001,0.8552906000000001,0.90324,9.02324000000001,100,100000
st02,mazes,tick50,2.0,0.8864418000000002,0.8705466000000001,0.89684,8.36418000000002,100,100000
st02,mazes,tick50,,0.8854784,0.8850450000000001,0.89505,8.267840000000003,100,100000
st03,mazes,sd1_mh2,1.0,0.8906525000000001,0.89039,0.89457,8.785250000000012,100,100000
st03,mazes,sd1_mh2,2.0,0.8802850000000001,0.880205,0.88316,7.748500000000014,100,100000
st03,mazes,sd1_mh2,,0.8973724999999999,0.89691,0.90268,9.457249999999995,100,100000
st03,mazes,sd2_mh2,1.0,0.89486,0.8944124999999999,0.89935,9.206000000000003,100,100000
st03,mazes,sd2_mh2,2.0,0.8855575000000002,0.8839400000000001,0.89112,8.275750000000027,100,100000
st03,mazes,sd2_mh2,,0.8915175000000001,0.890445,0.89589,8.871750000000011,100,100000
st04,mazes,jepa_mse,1.0,0.7720069333333333,0.7436589333333332,0.78842,-3.07930666666667,100,100000
st04,mazes,jepa_mse,2.0,0.7734129333333333,0.7456413333333333,0.78932,-2.9387066666666684,100,100000
st04,mazes,jepa_mse,,0.8053522666666666,0.8049637333333333,0.81886,0.2552266666666636,100,100000
st04,mazes,jepa_pd1,1.0,0.8647369333333333,0.8647369333333333,0.87041,6.193693333333339,100,100000
st04,mazes,jepa_pd1,2.0,0.8578168,0.8518477333333333,0.86806,5.501680000000009,100,100000
st04,mazes,jepa_pd1,,0.8740321333333333,0.830924,0.87912,7.123213333333334,100,100000
st04,mazes,jepa_pd4,1.0,0.9026068,0.9022698666666666,0.90819,9.980680000000008,100,100000
st04,mazes,jepa_pd4,2.0,0.9039022666666666,0.9033334666666668,0.91173,10.110226666666666,100,100000
st04,mazes,jepa_pd4,,0.9014470666666666,0.8820634666666666,0.90882,9.864706666666667,100,100000
st04,mazes,jepa_w0.1,1.0,0.8968154666666667,0.8967054666666666,0.90712,9.401546666666672,100,100000
st04,mazes,jepa_w0.1,2.0,0.8734494666666666,0.7780503999999999,0.88227,7.0649466666666605,100,100000
st04,mazes,jepa_w0.1,,0.8991923999999999,0.8988341333333333,0.90897,9.639239999999994,100,100000
st04,mazes,jepa_w0.5,1.0,0.9060048,0.905908,0.91068,10.32048000000001,100,100000
st04,mazes,jepa_w0.5,2.0,0.8905130666666666,0.8904907999999999,0.89805,8.771306666666668,100,100000
st04,mazes,jepa_w1.0,1.0,0.9021678666666668,0.9016965333333332,0.90744,9.936786666666686,100,100000
st04,mazes,jepa_w1.0,2.0,0.8851156,0.8526076,0.89156,8.231560000000005,100,100000
st04,mazes,jepa_w1.0,,0.9040673333333332,0.9034545333333333,0.91293,10.126733333333327,100,100000
st08,mazes,sparsity0.5,1.0,0.8853146666666666,0.8847385333333333,0.90143,8.251466666666662,100,100000
st09,mazes,reflex,,0.9029206666666668,0.9029101333333333,0.91265,10.012066666666685,100,100000
st10,mazes,revise,,0.9044072,0.8444465333333333,0.91382,10.160720000000001,100,100000
st12,mazes,ema,,0.895484,0.8730105333333334,0.90352,9.2684,100,100000
st00,parity,paper,0.0,0.6797130766369047,0.6797026909722222,0.8820684523809523,0.0013076636904751915,201,200000
st01,parity,d_model2x,1.0,0.7405625697544643,0.7403123837425595,1.0,6.086256975446435,201,200000
st01,parity,d_model2x,2.0,0.7709774538070436,0.7668394252232144,1.0,9.127745380704367,201,200000
st01,parity,d_model2x,,0.7292932322668653,0.7290852089533729,0.9614955357142856,4.9593232266865295,201,200000
st01,parity,d_modeld2,1.0,0.7591077241443451,0.7586424231150793,1.0,7.940772414434516,201,200000
st01,parity,d_modeld2,2.0,0.7700225539434524,0.769396003844246,1.0,9.032255394345245,201,200000
st01,parity,d_modeld2,,0.6462819707961309,0.6454577830481151,0.8214401971726191,-3.341802920386905,201,200000
